species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13,Unnamed: 14
Eupithecia distinctaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",49.0,54.0,1.0,,,100487.0,,,
Eupithecia dodoneata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",64.0,72.0,1.0,,,100489.0,,,
Eupithecia druentiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,4.0,1.0,,,205624.0,,,
Eupithecia dubiosa,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,5.0,1.0,,,90828.0,,,
Eupithecia egenaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",21.0,22.0,1.0,,,176064.0,,,
Eupithecia ericeata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",15.0,15.0,1.0,,,257668.0,,,
Eupithecia exiguata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",42.0,45.0,1.0,,,177429.0,,,
Eupithecia expallidata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,9.0,2.0,,,177442.0,,,
Eupithecia extensaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",7.0,7.0,1.0,,,123752.0,,,
Eupithecia extraversaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",20.0,26.0,2.0,,,176009.0,,,
Eupithecia extremata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",10.0,11.0,2.0,,,177451.0,,,
Eupithecia fennoscandica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,11.0,1.0,,,270705.0,,,
Eupithecia furcata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",4.0,4.0,1.0,,,888451.0,,,
Eupithecia fuscicostata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,1.0,,,518711.0,,,
Eupithecia gelidata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",58.0,63.0,3.0,,,86197.0,,,
Eupithecia gemellata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",31.0,35.0,2.0,,,149334.0,,,
Eupithecia gomerensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,2.0,0.0,,,996228.0,,,
Eupithecia graphata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,11.0,2.0,,,123756.0,,,
Eupithecia gratiosata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,11.0,1.0,,,123749.0,,,
Eupithecia groenblomi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,7.0,1.0,,,368815.0,,,
Eupithecia gueneata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",11.0,17.0,2.0,,,123747.0,,,
Eupithecia gypsophilata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",3.0,4.0,1.0,,,963400.0,,,
Eupithecia haworthiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",48.0,55.0,2.0,,,141399.0,,,
Eupithecia icterata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",64.0,69.0,3.0,,,141373.0,,,
Eupithecia immundata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",13.0,16.0,1.0,,,177415.0,,,
Eupithecia impurata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",30.0,32.0,3.0,,,177444.0,,,
Eupithecia inconspicuata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",2.0,2.0,0.0,,,888452.0,,,
Eupithecia indigata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",38.0,42.0,1.0,,,100488.0,,,
Eupithecia innotata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",73.0,88.0,1.0,LF,,100483.0,,,
Eupithecia insigniata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",5.0,10.0,1.0,,,141398.0,,,
Eupithecia intricata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",106.0,116.0,4.0,,,21681.0,15678.0,,
Eupithecia inturbata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",105.0,105.0,1.0,,,110091.0,,,
Eupithecia irriguata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",28.0,35.0,3.0,,,141750.0,,,
Eupithecia karadaghensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,6.0,0.0,,,888450.0,,,
Eupithecia lanceata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",30.0,31.0,1.0,,,100485.0,,,
Eupithecia laquaearia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",12.0,14.0,1.0,,,209681.0,,,
Eupithecia lariciata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",180.0,198.0,4.0,,,19106.0,,,
Eupithecia latipennata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Eupithecia lentiscata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,9.0,1.0,,,151041.0,714597.0,,
Eupithecia liguriata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,5.0,0.0,,,749719.0,,,
Eupithecia limbata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,6.0,1.0,,,176059.0,,,
Eupithecia linariata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",42.0,51.0,2.0,,,141379.0,,,
Eupithecia marginata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",1.0,3.0,1.0,,,123755.0,,,
Eupithecia maspalomae,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Eupithecia massiliata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,9.0,1.0,LF,,262714.0,,,
Eupithecia mekrana,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",6.0,7.0,1.0,,,262729.0,,,
Eupithecia millefoliata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",17.0,20.0,1.0,LF,,197754.0,,,
Eupithecia minusculata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",8.0,12.0,1.0,LF,,209714.0,,,
Eupithecia moecha,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",2.0,6.0,0.0,,,888456.0,,,
Eupithecia mystica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,0.0,,,888453.0,,,
Eupithecia nachadira,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,3.0,1.0,LF,,749721.0,288330.0,890301.0,
Eupithecia nanata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",62.0,91.0,2.0,,,100486.0,,,
Eupithecia ochridata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",42.0,48.0,1.0,BEL,,205621.0,391238.0,,
Eupithecia ogilviata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,1.0,,,182643.0,,,
Eupithecia olympica,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Eupithecia orana,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,6.0,1.0,,,647268.0,,,
Eupithecia orphnata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,15.0,1.0,,,205625.0,,,
Eupithecia oxycedrata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",23.0,26.0,1.0,LF,,204482.0,,,
Eupithecia pantellata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,14.0,2.0,,,182645.0,771250.0,,
Eupithecia pauxillaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,9.0,1.0,,,469510.0,413546.0,,
Eupithecia pernotata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,8.0,2.0,,,295289.0,,,
Eupithecia phoeniceata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,12.0,1.0,,,197913.0,,,
Eupithecia pimpinellata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",35.0,38.0,1.0,,,100482.0,,,
Eupithecia pindosata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",2.0,2.0,1.0,,,807308.0,,,
Eupithecia plumbeolata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",75.0,94.0,3.0,,,177417.0,,,
Eupithecia poecilata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,2.0,1.0,,,282335.0,,,
Eupithecia praealta,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",4.0,4.0,1.0,,,282334.0,,,
Eupithecia pulchellata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",31.0,38.0,2.0,,,141397.0,,,
Eupithecia pusillata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",69.0,80.0,1.0,,,100490.0,224381.0,,
Eupithecia pygmaeata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",13.0,17.0,1.0,,,197785.0,,,
Eupithecia pyreneata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",43.0,53.0,3.0,,,177425.0,,,
Eupithecia quercetica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,8.0,1.0,,,310632.0,,,
Eupithecia reisserata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,9.0,1.0,,,465104.0,,,
Eupithecia repentina,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",1.0,1.0,0.0,,,888449.0,,,
Eupithecia riparia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,3.0,2.0,,,205622.0,,,
Eupithecia rosai,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Eupithecia rosmarinata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,1.0,,,391229.0,,,
Eupithecia santolinata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,1.0,,,647271.0,,,
Eupithecia sardoa,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,6.0,0.0,,,888448.0,,,
Eupithecia satyrata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",208.0,226.0,5.0,,,21678.0,,,
Eupithecia scalptata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,4.0,1.0,,,123748.0,,,
Eupithecia schiefereri,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",32.0,39.0,3.0,,,90829.0,,,
Eupithecia schuetzeata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Eupithecia scopariata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,7.0,1.0,,,391231.0,,,
Eupithecia selinata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",36.0,41.0,1.0,,,177422.0,,,
Eupithecia semigraphata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",71.0,85.0,5.0,,,123753.0,,,
Eupithecia senorita,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,6.0,3.0,,,175884.0,,,
Eupithecia silenata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",23.0,23.0,1.0,,,269454.0,,,
Eupithecia silenicolata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,6.0,1.0,,,204504.0,,,
Eupithecia simpliciata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",13.0,17.0,1.0,,,197822.0,,,
Eupithecia sinuosaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",16.0,19.0,1.0,,,209644.0,,,
Eupithecia spadiceata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,3.0,1.0,,,176008.0,,,
Eupithecia spissilineata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,10.0,1.0,,,205623.0,,,
Eupithecia stertzi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,0.0,,,606584.0,,,
Eupithecia subfuscata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",432.0,449.0,6.0,,,19124.0,,,
Eupithecia suboxydata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",3.0,4.0,1.0,,,427505.0,1149593.0,,
Eupithecia subumbrata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",55.0,57.0,2.0,,,177441.0,,,
Eupithecia succenturiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",24.0,27.0,1.0,,,177440.0,,,
Eupithecia sutiliata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",1.0,2.0,0.0,,,888455.0,,,
Eupithecia tantillaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",76.0,85.0,1.0,,,98686.0,,,
Eupithecia tenerifensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Eupithecia tenuiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",37.0,49.0,1.0,,,158312.0,,,
Eupithecia thalictrata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,7.0,2.0,,,413548.0,,,
Eupithecia thurnerata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,0.0,,,1122638.0,,,
Eupithecia tripunctaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",92.0,109.0,3.0,,,59276.0,,,
Eupithecia trisignaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",34.0,38.0,1.0,,,177416.0,,,
Eupithecia ultimaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",20.0,23.0,4.0,,,90773.0,90772.0,,
Eupithecia undata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",18.0,20.0,2.0,,,182480.0,,,
Eupithecia unedonata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",25.0,26.0,2.0,,,90740.0,,,
Eupithecia unitaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,4.0,1.0,,,516427.0,,,
Eupithecia usbeca,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",1.0,2.0,0.0,,,597119.0,,,
Eupithecia valerianata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",29.0,30.0,2.0,,,197790.0,,,
Eupithecia variostrigata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,12.0,2.0,,,123758.0,,,
Eupithecia venosata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",39.0,47.0,2.0,,,123742.0,,,
Eupithecia veratraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",38.0,38.0,1.0,,,204419.0,,,
Eupithecia virgaureata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",121.0,126.0,1.0,,,180245.0,,,
Eupithecia vulgata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",102.0,107.0,1.0,,,183456.0,,,
Eupithecia weissi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,7.0,1.0,,,391230.0,,,
Eurranthis plummistaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,8.0,2.0,,,195520.0,,,
Eustroma reticulata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",22.0,29.0,1.0,,,162461.0,,,
Fagivorina arenaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",21.0,22.0,1.0,,,141370.0,,,
Gagitodes sagittata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",17.0,22.0,2.0,,,193925.0,,,
Gandaritis pyraliata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",55.0,59.0,1.0,,,141799.0,,,
Geometra papilionaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",91.0,98.0,3.0,,,112191.0,,,
Gerinia honoraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",24.0,28.0,1.0,FD,,914297.0,,,
Glacies alticolaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",21.0,28.0,2.0,LF,,204475.0,204498.0,,
Glacies baldensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,4.0,1.0,LF,,204499.0,,,
Glacies bentelii,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,12.0,3.0,LF,,204496.0,,,
Glacies burmanni,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",0.0,1.0,0.0,LF,gap,204497.0,,,
Glacies canaliculata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",21.0,28.0,3.0,LF,,204501.0,968729.0,968727.0,
Glacies noricana,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",10.0,14.0,1.0,LF,,180235.0,,,
Glacies perlinii,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,LF,gap,,,,
Glacies spitzi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,4.0,1.0,LF,,204474.0,,,
Glacies wehrlii,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,1.0,LF,,562379.0,,,
Gnophos furvata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",21.0,26.0,1.0,,,175926.0,,,
Gnophos mucidaria,Arthropoda,Insecta,Lepidoptera,Geometridae,BOLD,8.0,8.0,1.0,,,175949.0,,,
Gnophos obfuscata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",52.0,62.0,5.0,,,151062.0,176170.0,,
Gymnoscelis insulariata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",0.0,1.0,0.0,,gap,204511.0,,,
Gymnoscelis rufifasciata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",127.0,144.0,5.0,,,90762.0,,,
Gypsochroa renitidata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,6.0,1.0,,,123776.0,,,
Heliomata glarearia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",27.0,36.0,2.0,,,110167.0,,,
Heliothea discoidaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,5.0,1.0,,,262706.0,,,
Hemistola chrysoprasaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",61.0,69.0,3.0,,,110143.0,,,
Hemistola siciliana,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,6.0,1.0,,,110208.0,,,
Hemithea aestivaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",139.0,147.0,4.0,,,100267.0,,,
Herbulotina grandis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,297196.0,,,
Herbulotina maderae,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,0.0,,,525123.0,,,
Heterolocha laminaria,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,13.0,14.0,4.0,,,110172.0,,,
Heterothera serraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",11.0,12.0,2.0,,,179042.0,,,
Heterothera taigana,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",4.0,6.0,1.0,,,308342.0,,,
Holarctias rufinaria,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,2.0,2.0,1.0,,,1149608.0,,,
Holoterpna pruinosata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,6.0,1.0,,,90756.0,,,
Horisme aemulata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",21.0,22.0,1.0,,,180122.0,,,
Horisme aquata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",25.0,33.0,1.0,,,267315.0,,,
Horisme calligraphata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",15.0,19.0,1.0,,,158301.0,,,
Horisme corticata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",13.0,13.0,1.0,,,158300.0,,,
Horisme exoletata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,7.0,1.0,,,176038.0,,,
Horisme incurvaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",7.0,11.0,1.0,,,308378.0,,,
Horisme predotai,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,6.0,1.0,,,182649.0,,,
Horisme radicaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",41.0,46.0,1.0,,,96853.0,,,
Horisme scorteata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",12.0,12.0,1.0,,,176067.0,,,
Horisme tersata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",69.0,78.0,2.0,,,96852.0,,,
Horisme vitalbata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",59.0,67.0,1.0,,,141388.0,,,
Hospitalia flavolineata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,7.0,1.0,,,297200.0,,,
Hydrelia flammeolaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",49.0,56.0,3.0,,,98667.0,,,
Hydrelia sylvata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",26.0,32.0,1.0,,,177439.0,,,
Hydria gudarica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,4.0,1.0,AH,,262721.0,,,
Hydria incertata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",0.0,1.0,0.0,,gap,467900.0,,,
Hydria montivagata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",15.0,20.0,2.0,LF,,519549.0,176017.0,,
Hydria undulata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",92.0,101.0,3.0,LF,,180123.0,20818.0,,
Hydriomena furcata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",355.0,361.0,2.0,,,33513.0,,,
Hydriomena impluviata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",49.0,56.0,5.0,,,110102.0,,,
Hydriomena ruberata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",67.0,69.0,3.0,,,102319.0,,,
Hydriomena sanfilensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,1.0,,,708024.0,,,
Hylaea fasciaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",74.0,90.0,1.0,,,98695.0,,,
Hylaea mediterranea,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",27.0,31.0,1.0,,,600797.0,,,
Hylaea pinicolaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,7.0,1.0,,,282290.0,,,
Hypomecis danieli,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,4.0,1.0,,,368886.0,,,
Hypomecis punctinalis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",182.0,201.0,5.0,,,91985.0,,,
Hypomecis roboraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",74.0,77.0,4.0,,,192081.0,,,
Hypoxystis pluviaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",30.0,31.0,2.0,,,158395.0,,,
Idaea abnorma,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,11.0,2.0,,,283345.0,,,
Idaea acutipennis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,0.0,,,888438.0,,,
Idaea admiranda,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",1.0,4.0,0.0,,,194007.0,,,
Idaea albarracina,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,3.0,1.0,,,196271.0,,,
Idaea albitorquata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,10.0,1.0,,,141757.0,647451.0,,
Idaea alicantaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,4.0,1.0,,,175882.0,,,
Idaea alyssumata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",24.0,27.0,6.0,,,123788.0,,,
Idaea atlantica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,5.0,1.0,,,377811.0,,,
Idaea attenuaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,12.0,1.0,,,175886.0,,,
Idaea aureolaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",19.0,21.0,1.0,,,190695.0,,,
Idaea aversata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",104.0,120.0,3.0,,,98672.0,,,
Idaea bacalladoi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,3.0,0.0,,,606546.0,,,
Idaea barbuti,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Idaea belemiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,8.0,1.0,,,196270.0,,,
Idaea bigladiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,12.0,0.0,,,204491.0,,,
